کد ملک,تاریخ اپلود,نوع ملک,آدرس,نوع معامله,قیمت واحد,قیمت کل,طبقه,خواب,زیربنا,تلفن,آشپزخانه,سرویس,کفپوش
10257101,1403/05/11,ویلایی,كن خ سنگان,خرید,"10,000,000","16,000,000,000",3,1,100,0,چوبي,ايرانی,سراميک
10241792,1403/05/11,آپارتمان,سعادت آباد نرسیده به خ 24,خرید,"226,190,000","19,000,000,000",4,2,84,2,چوبي,ايرانی,سنگ
10147852,1403/05/11,آپارتمان,اشرفی اصفهانی خ اقبال پور,خرید,"100,000,000","11,500,000,000",4,3,115,1,MDF,ايراني فرنگي,سنگ
10120814,1403/05/11,اداری,میرداماد نرسیده به متروی میرداماد,خرید,"170,000,000","22,100,000,000",5,3,130,3,MDF,ايراني فرنگي,سنگ
10299543,1403/05/11,اداری,انقلاب بالاتر از دبیرخانه دانشگاه تهران,خرید,"69,148,000","6,500,000,000",3,4,94,1,فلزي,ايرانی,سراميک
10348437,1403/05/11,آپارتمان,قلهك خ یخچال,خرید,"125,000,000","16,250,000,000",2,3,130,1,MDF,ايراني فرنگي,سراميک
3588214,1403/05/11,مغازه,شهرك غرب ایران زمین,خرید,"1,000,000,000","20,000,000,000",1,0,20,1,نا مشخص,نامشخص,سنگ
3654965,1403/05/11,مغازه,شهرك غرب میدان صنعت,خرید,"500,000,000","25,000,000,000",1,0,50,1,نا مشخص,ايرانی,سنگ
10244725,1403/05/11,اداری,مطهری بالاتر از سهروردی شمالی,خرید,"149,253,000","10,000,000,000",2,3,67,1,آبدارخانه,ايرانی,پارکت
3669742,1403/05/11,آپارتمان,شهرك غرب بلواردادمان,خرید,"300,000,000","46,200,000,000",2,3,154,1,دلخواه,ايراني فرنگي,سنگ
10301857,1403/05/11,مغازه,میرداماد بین جردن و ولیعصر,خرید,"274,193,000","8,500,000,000",2,0,21,1,نا مشخص,نامشخص,سراميک
10203716,1403/05/11,کلنگی,شهرك غرب خ سپهر,خرید,"320,000,000","80,000,000,000",2,0,298,,نا مشخص,نامشخص,نا مشخص
10354182,1403/05/11,مستغلات,نارمك میدان 52,خرید,"220,000,000","42,680,000,000",2,4,250,,فلزي,ايرانی,موزائيک
10335017,1403/05/11,اداری,ظفر بلوار آرش شرقی,خرید,"254,166,000","12,200,000,000",1,1,48,2,آبدارخانه,ايراني فرنگي,موکت سنگ
10354181,1403/05/11,اداری,جردن خ دامن افشار,خرید,"210,084,000","25,000,000,000",3,4,119,1,آبدارخانه,فرنگی,سنگ
3587098,1403/05/11,اداری,ظفر نرسیده به خ نفت,خرید,"447,058,000","38,000,000,000",5,2,85,1,آبدارخانه,فرنگی,سنگ
3465442,1403/05/11,اداری,انقلاب خ ابوریحان,خرید,"88,785,000","9,500,000,000",4,2,107,1,MDF,ايرانی,سراميک
10351164,1403/05/11,آپارتمان,دولت چهارراه قنات,خرید,"180,000,000","26,640,000,000",4,3,148,2,MDF,ايرانی,سنگ
10335079,1403/05/11,آپارتمان,ظفر نرسیده به خ ستاره,خرید,"210,000,000","30,030,000,000",3,3,143,1,هایگلاس,ايراني فرنگي,سنگ
10334118,1403/05/11,آپارتمان,جشنواره خ احسان خ بهشت خ انقلاب,خرید,"73,910,000","8,500,000,000",1,2,115,1,MDF,ايراني فرنگي,سراميک
10148613,1403/05/11,آپارتمان,وزرا نرسیده به خ 29,خرید,"180,000,000","36,720,000,000",1,4,204,1,MDF,ايراني فرنگي,سنگ
10258883,1403/05/11,آپارتمان,ازگل اراج,خرید,"268,292,000","33,000,000,000",2,2,123,1,MDF,ايراني فرنگي,سنگ
10265855,1403/05/11,آپارتمان,بلوار مرزاران خ ابراهیمی,خرید,"168,518,000","27,300,000,000",1,3,162,1,MDF,ايراني فرنگي,سراميک
10265939,1403/05/11,آپارتمان,بلوارمرزداران خ رضایی نژاد,خرید,"137,250,000","10,980,000,000",3,2,80,1,MDF,ايراني فرنگي,سراميک
10125162,1403/05/11,زمین,دارآباد زمینهای تعاونی مسكن,خرید,"15,151,000","10,000,000,000",3,0,0,,نا مشخص,نامشخص,نا مشخص
10270526,1403/05/11,اداری,وزرا ك ششم,خرید,"270,000,000","486,000,000,000",3,18,1800,0,هایگلاس,فرنگی,سنگ
10351715,1403/05/11,آپارتمان,بلوارمرزداران خ ابوالفضل,خرید,"133,870,000","8,300,000,000",2,2,62,1,MDF,ايراني فرنگي,سراميک
10335743,1403/05/11,آپارتمان,اشرفی اصفهانی بالاتر از حكیم,خرید,"130,000,000","16,900,000,000",3,3,130,1,MDF,ايراني فرنگي,سراميک
10250513,1403/05/11,مستغلات,كریم خان خ نجات الهی,خرید,"185,000,000","64,750,000,000",3,15,450,3,MDF,ايراني فرنگي,سنگ
10125816,1403/05/11,مستغلات,فرشته خ آقابزرگی,خرید,"333,333,000","65,000,000,000",3,6,300,1,MDF,ايرانی,سراميک
10301521,1403/05/11,آپارتمان,جردن نرسیده به ك گلفام,خرید,"154,708,000","34,500,000,000",2,4,223,1,MDF,ايراني فرنگي,سنگ
10116830,1403/05/11,کلنگی,دروازه شمیران خ زرین خامه,خرید,"123,839,000","40,000,000,000",2,0,0,0,نا مشخص,نامشخص,نا مشخص
10204088,1403/05/11,مستغلات,مجیدیه جنوبی خ استاد حسن بنا,خرید,"158,730,000","20,000,000,000",2,1,80,1,فلزي,ايرانی,سنگ
2348744,1403/05/11,اداری,بلوار كشاورز خ رویان,خرید,"80,314,000","10,200,000,000",1,5,127,1,MDF,ايراني فرنگي,سنگ
10180701,1403/05/11,آپارتمان,جردن نرسیده به خ كاج آبادی,خرید,"167,500,000","33,500,000,000",5,3,200,1,MDF,ايراني فرنگي,سنگ
10063473,1403/05/11,مستغلات,قنات كوثر 35متری استقلال,خرید,"115,000,000","45,540,000,000",5,8,396,4,چوبي,ايراني فرنگي,سراميک
10149163,1403/05/11,مستغلات,بلوار كشاورز خ وصال شیرازی نرسیده به طالقانی,خرید,"176,678,000","50,000,000,000",5,12,668,4,چوبي فلزي,ايرانی,سراميک
10354174,1403/05/11,آپارتمان,گلبرگ شرقی خ دردشت,خرید,"107,941,000","7,340,000,000",2,2,68,1,MDF,ايراني فرنگي,سراميک
10353721,1403/05/11,آپارتمان,سعادت اباد خ 17,خرید,"220,000,000","13,640,000,000",1,1,62,1,MDF,ايراني فرنگي,سنگ
10264839,1403/05/11,آپارتمان,نامجو خ شیخ صفی ك بامداد مقدم,خرید,"63,265,000","3,100,000,000",4,1,49,1,MDF,ايرانی,سراميک
10265022,1403/05/11,مغازه,جمهوری لاله زارنو,خرید,"2,000,000,000","8,000,000,000",4,0,4,1,نا مشخص,نامشخص,سنگ
10354172,1403/05/11,مغازه,مینی سیتی شهرك محلاتی,خرید,"1,500,000,000","15,000,000,000",1,0,10,1,نا مشخص,نامشخص,سراميک
10354170,1403/05/11,آپارتمان,بلوار مرزداران نرسیده به شیرینی ماه بانو,خرید,"86,660,000","6,500,000,000",3,2,75,1,MDF,ايرانی,سراميک
10148720,1403/05/11,آپارتمان,یوسف آباد خ اشك شهر,خرید,"165,217,000","38,000,000,000",4,3,230,0,MDF,ايراني فرنگي,سنگ
10297906,1403/05/11,زمین,سوهانك نرسیده به دانشگاه علوم تحقیقات,خرید,"50,000,000","7,500,000,000",4,0,0,,نا مشخص,نامشخص,نا مشخص
10274705,1403/05/11,آپارتمان,بلوارمرزداران خ بهار,خرید,"115,384,000","7,500,000,000",1,2,65,1,MDF,ايراني فرنگي,پارکت
10354169,1403/05/11,آپارتمان,سبلان شمالی خ حیدری,خرید,"69,230,000","3,600,000,000",4,1,52,1,MDF,ايرانی,پارکت
10300025,1403/05/11,آپارتمان,بلوار كشاورز خ نادری خ فریمان,خرید,"89,333,000","6,700,000,000",3,1,75,1,MDF,ايرانی,سراميک
10076633,1403/05/11,زمین,سوهانك نرسیده به انبار نفت,خرید,"30,000,000","698,400,000,000",3,0,0,,نا مشخص,نامشخص,نا مشخص
3993533,1403/05/11,مستغلات,بلوار مرزداران خ فرشتگان,خرید,"430,000,000","159,960,000,000",3,16,864,1,MDF,ايرانی,سراميک
3972295,1403/05/11,آپارتمان,شیخ بهایی خ ایرانشناسی,خرید,"170,000,000","30,430,000,000",3,3,179,1,هایگلاس,ايراني فرنگي,سراميک
3588109,1403/05/11,مغازه,بلوارمرزداران خ سرسبز,خرید,"600,000,000","51,600,000,000",3,0,86,1,نا مشخص,نامشخص,سراميک
10245796,1403/05/11,آپارتمان,ولیعصر خ زرتشت غربی,خرید,"74,444,000","6,700,000,000",1,2,90,1,فلزي,ايرانی,سراميک
10198753,1403/05/11,آپارتمان,ازگل اراج خ گلزار خ لادن شرقی,خرید,"210,000,000","42,000,000,000",5,3,200,1,MDF,ايراني فرنگي,سراميک
10354167,1403/05/11,آپارتمان,هنگام بالاتر از نبش چهارراه فرجام,خرید,"89,655,000","13,000,000,000",2,3,145,1,MDF,ايرانی,سراميک
3826387,1403/05/11,آپارتمان,الهیه خ خرزشمالی,خرید,"302,320,000","65,000,000,000",5,3,214,1,MDF,ايراني فرنگي,سراميک
10300888,1403/05/11,مستغلات,قیطریه بلوار صبا انتهای اندرزگو,خرید,"500,000,000","324,000,000,000",5,18,876,9,چوبي فلزي,ايراني فرنگي,سراميک
10354166,1403/05/11,آپارتمان,گلبرگ شرقی خ دردشت,خرید,"86,567,000","5,800,000,000",3,2,67,1,MDF,ايراني فرنگي,سراميک
10265955,1403/05/11,مستغلات,قیطریه خ میرزاپور,خرید,"190,476,000","12,000,000,000",3,2,80,1,چوبي فلزي,ايرانی,موزائيک
3280634,1403/05/11,کلنگی,قیطریه چیذر,خرید,"321,428,000","45,000,000,000",3,0,316,0,نا مشخص,نامشخص,نا مشخص
10243846,1403/05/11,آپارتمان,فاطمی خ پنجم,خرید,"88,750,000","7,100,000,000",4,2,80,1,MDF,ايراني فرنگي,سنگ
10300090,1403/05/11,آپارتمان,نارمك میدان 20,خرید,"110,000,000","8,800,000,000",2,2,80,1,MDF,ايراني فرنگي,لامنيت
10257150,1403/05/11,اداری,فاطمی ك كامران,خرید,"122,222,000","11,000,000,000",3,1,90,2,MDF,ايرانی,سنگ
10275823,1403/05/11,آپارتمان,گلبرگ شرقی خ دردشت,خرید,"76,470,000","6,500,000,000",5,2,85,1,MDF,ايراني فرنگي,لامنيت
10275818,1403/05/11,آپارتمان,نارمك خ ثانی,خرید,"101,333,000","7,600,000,000",5,1,75,1,MDF,ايراني فرنگي,سراميک
10275497,1403/05/11,آپارتمان,گلبرگ شرقی خ دردشت,خرید,"90,000,000","7,290,000,000",2,2,81,1,MDF,ايراني فرنگي,سراميک
10200732,1403/05/11,اداری,اتوبان باقری بین فرجام و رسالت,خرید,"130,000,000","18,980,000,000",4,3,146,0,آبدارخانه,ايراني فرنگي,سراميک
10296594,1403/05/11,کلنگی,شمس آباد خ شهید كرد خ موسائی,خرید,"162,500,000","19,500,000,000",4,0,0,0,نا مشخص,نامشخص,نا مشخص
10251841,1403/05/11,آپارتمان,میدان رسالت میدان 68,خرید,"105,000,000","6,300,000,000",1,1,60,1,MDF,ايرانی,سراميک
10206355,1403/05/11,تجاری,شهرك غرب خ درختی,خرید,"900,000,000","144,000,000,000",1,0,130,2,نا مشخص,ايرانی,سنگ
10275876,1403/05/11,اداری,قیطریه اندرزگو,خرید,"280,000,000","40,880,000,000",2,3,146,1,چوبي,ايراني فرنگي,سنگ
10349944,1403/05/11,آپارتمان,گیشا نرسیده به خ 34,خرید,"230,000,000","39,560,000,000",3,2,172,1,چوبي,ايراني فرنگي,سنگ
10267911,1403/05/11,اداری,فرمانیه خ لواسانی,خرید,"400,000,000","50,000,000,000",3,2,125,1,آبدارخانه,فرنگی,سنگ
10270578,1403/05/11,تجاری,بلوار مرزداران نرسیده به قنادی ماه بانو,خرید,"850,000,000","93,500,000,000",3,0,110,1,نا مشخص,نامشخص,سنگ
10267910,1403/05/11,اداری,فرمانیه خ لواسانی,خرید,"400,000,000","44,000,000,000",5,1,110,1,آبدارخانه,فرنگی,سنگ
10354157,1403/05/11,آپارتمان,بزرگراه رسالت خ شهید كرد,خرید,"92,850,000","3,900,000,000",3,1,42,1,MDF,ايراني فرنگي,سراميک
10115089,1403/05/11,آپارتمان,نارمك خ سمنگان,خرید,"114,285,000","16,000,000,000",4,3,140,1,چوبي,ايراني فرنگي,سنگ
10348750,1403/05/11,اداری,كریم خان خ نجات اللهی,خرید,"185,000,000","83,250,000,000",4,15,450,4,MDF,ايراني فرنگي,سراميک
10348748,1403/05/11,اداری,ونك ابتدای خ ملاصدرا,خرید,"600,000,000","300,000,000,000",4,0,500,15,آبدارخانه,ايراني فرنگي,سنگ
10349020,1403/05/11,آپارتمان,تهران پارس بلوارشاهد بالاترازمیدان پروین خ خدابنده,خرید,"100,000,000","5,800,000,000",4,1,58,1,هایگلاس,ايراني فرنگي,سراميک
10200313,1403/05/11,آپارتمان,فاطمی خ جویبار,خرید,"135,000,000","18,900,000,000",5,2,140,2,MDF,ايراني فرنگي,سراميک
3993102,1403/05/11,زمین,جردن نرسیده به خ نیلوفر,خرید,"700,000,000","875,700,000,000",5,0,0,,نا مشخص,نامشخص,نا مشخص
3975182,1403/05/11,اداری,ظفر بلوار آرش,خرید,"170,000,000","49,300,000,000",2,5,290,17,آبدارخانه,ايراني فرنگي,پارکت
10114791,1403/05/11,آپارتمان,نارمك خ ثانی,خرید,"77,333,000","5,800,000,000",4,2,75,1,MDF,ايراني فرنگي,سراميک
3100262,1403/05/11,تجاری,جردن بالاتر از خ ناهید,خرید,"250,000,000","200,000,000,000",4,0,800,8,آبدارخانه,ايرانی,سنگ
10249784,1403/05/11,آپارتمان,لویزان خ شیان,خرید,"119,460,000","13,500,000,000",3,3,113,1,MDF,ايراني فرنگي,سراميک
10354153,1403/05/11,آپارتمان,نارمك خ ملایری,خرید,"98,039,000","5,000,000,000",1,1,51,1,MDF,ايراني فرنگي,سراميک
10354151,1403/05/11,آپارتمان,نارمك میدان 47,خرید,"130,000,000","15,600,000,000",1,2,120,1,MDF,ايراني فرنگي,سنگ
10301343,1403/05/11,مغازه,ونك ده ونك,خرید,"471,428,000","33,000,000,000",1,0,70,1,نا مشخص,نامشخص,سراميک
10129011,1403/05/11,آپارتمان,جمالزاده شمالی خ فرصت,خرید,"70,000,000","8,960,000,000",2,3,128,1,چوبي,ايرانی,سراميک
10261447,1403/05/11,آپارتمان,فرمانیه اندرزگو,خرید,"220,000,000","24,200,000,000",2,2,110,0,دلخواه,ايراني فرنگي,سراميک
10347611,1403/05/11,آپارتمان,دیباجی جنوبی خ تسلیمی,خرید,"230,000,000","12,420,000,000",3,1,54,1,MDF,ايراني فرنگي,سنگ
10053345,1403/05/11,اداری,گیشا نرسیده به خ یكم,خرید,"101,809,000","45,000,000,000",3,0,442,4,آبدارخانه,ايرانی,سراميک
10354148,1403/05/11,آپارتمان,فرمانیه خ سلیمی شمالی,خرید,"220,689,000","32,000,000,000",1,3,145,1,MDF,ايراني فرنگي,سراميک
10151336,1403/05/11,مستغلات,جشنواره خ احسان,خرید,"70,000,000","10,500,000,000",1,1,40,1,فلزي,ايرانی,موزائيک
10201834,1403/05/11,آپارتمان,جمالزاده شمالی خ فرصت,خرید,"62,500,000","4,500,000,000",4,2,72,1,MDF,ايراني فرنگي,سراميک
10349332,1403/05/11,اداری,تهران پارس فلكه 2,خرید,"130,000,000","11,830,000,000",1,4,91,7,آبدارخانه,ايراني فرنگي,سراميک
10275857,1403/05/11,آپارتمان,نیاوران خ مژده,خرید,"780,000,000","546,000,000,000",11,4,700,1,MDF,ايراني فرنگي,سنگ
10124015,1403/05/11,آپارتمان,نیاوران خ مژده,خرید,"710,000,000","248,500,000,000",7,3,350,1,چوبي,فرنگی,سنگ
10252928,1403/05/11,آپارتمان,دزاشیب خ كریمی,خرید,"158,333,000","19,000,000,000",1,2,120,1,MDF,ايراني فرنگي,سراميک
10347195,1403/05/11,اداری,ملاصدرا خ شیراز جنوبی,خرید,"196,070,000","20,000,000,000",1,1,102,1,آبدارخانه,ايراني فرنگي,سنگ
10301375,1403/05/11,آپارتمان,ملاصدرا خ خوارزمی,خرید,"160,000,000","20,320,000,000",2,2,127,1,MDF,ايراني فرنگي,سنگ
10276435,1403/05/11,آپارتمان,قیطریه نرسیده به ك عقابی,خرید,"210,000,000","32,340,000,000",4,3,154,1,چوبي,ايراني فرنگي,سنگ
10241846,1403/05/11,آپارتمان,جشنواره خ زهدی,خرید,"59,520,000","5,000,000,000",4,2,84,1,MDF,ايرانی,سراميک
10257350,1403/05/11,آپارتمان,گیشا نرسیده به خ 33,خرید,"169,642,000","9,500,000,000",4,1,56,1,MDF,ايرانی,سنگ
3996649,1403/05/11,اداری,ملاصدرا خ پردیس,خرید,"200,000,000","21,200,000,000",4,2,106,1,آبدارخانه,ايراني فرنگي,سراميک
10257470,1403/05/11,اداری,ونك بالاتراز میدان,خرید,"130,000,000","8,450,000,000",9,2,65,1,آبدارخانه,ايرانی,پارکت
3468571,1403/05/11,کلنگی,ملاصدرا نرسیده به خ شیخ بهایی,خرید,"687,500,000","550,000,000,000",9,0,640,0,نا مشخص,نامشخص,نا مشخص
3961389,1403/05/11,کلنگی,ملاصدرا شیرازجنوبی,خرید,"506,993,000","145,000,000,000",9,0,336,0,نا مشخص,نامشخص,نا مشخص
10354145,1403/05/11,آپارتمان,تهرانپارس خ سجده ای شمالی,خرید,"93,330,000","7,000,000,000",4,2,75,1,MDF,ايراني فرنگي,پارکت
10354144,1403/05/11,آپارتمان,سبلان شمالی خ حسنی,خرید,"75,892,000","8,500,000,000",6,3,112,1,MDF,ايراني فرنگي,سراميک
3466892,1403/05/11,مغازه,گاندی خ نهم,خرید,"333,333,000","2,000,000,000",6,0,6,1,نا مشخص,نامشخص,کفپوش
10183905,1403/05/11,تجاری,اقدسیه خ موحددانش,خرید,"950,000,000","104,500,000,000",6,0,110,1,نا مشخص,ايرانی,سراميک
10354143,1403/05/11,آپارتمان,تهرانپارس بلوار پروین خ 196 شرقی بین 133و131,خرید,"40,000,000","2,000,000,000",6,1,50,1,MDF,ايرانی,سراميک
10164180,1403/05/11,آپارتمان,انقلاب خ ابوریحان,خرید,"95,000,000","9,025,000,000",1,2,95,1,MDF,ايراني فرنگي,سراميک
10354142,1403/05/11,اداری,ملاصدرا خ پردیس,خرید,"324,324,000","120,000,000,000",1,15,555,1,آبدارخانه,ايراني فرنگي,سراميک
10122823,1403/05/11,مغازه,نیاوران روبروی پارك,خرید,"2,000,000,000","112,000,000,000",1,0,56,1,نا مشخص,ايرانی,سنگ
10354140,1403/05/11,آپارتمان,نظام آباد خ مدنی جنوبی,خرید,"64,893,000","3,050,000,000",3,1,47,1,MDF,ايرانی,سنگ
3738725,1403/05/11,تجاری,دربند بالاتر از مجسمه,خرید,"66,666,000","9,000,000,000",3,0,135,1,آبدارخانه,ايرانی,موزائيک
10051626,1403/05/11,کلنگی,دربند نرسیده به مجسمه,خرید,"43,859,000","25,000,000,000",3,0,100,,نا مشخص,نامشخص,نا مشخص
10120407,1403/05/11,زمین,دربند نرسیده به پیست اسكی,خرید,"50,000,000","22,500,000,000",3,0,0,,نا مشخص,نامشخص,نا مشخص
3668568,1403/05/11,آپارتمان,جمالزاده شمالی بالاتر از ك اخوان,خرید,"65,517,000","9,500,000,000",4,3,145,1,MDF,ايرانی,سراميک
3908764,1403/05/11,مغازه,ونك خ خدامی,خرید,"227,272,000","5,000,000,000",1,0,22,2,نا مشخص,نامشخص,سنگ
3369766,1403/05/11,مغازه,شیخ بهائی نرسیده به خ اوستا,خرید,"625,000,000","35,000,000,000",1,0,56,1,نا مشخص,ايرانی,سنگ
